"","Gender","Age","Educational_Attainment","Industry","Country","Year","Employment_Rate","Population","Industry_name","Country_Name","Educational_Attainment_FullForm","Gender_Pay_Gap","Educational_Field","Educational_Level","sex","Number_of_Student"
"2096","Female","Y30-54","ED5-8","K","DK",2020,89.2,37.1,"Financial and insurance activities","Denmark","Tertiary education (levels 5-8)",9.5,"Biological science","Master","F",2224
"2108","Male","Y55-64","ED0-2","B-N","FR",2014,39.3,36,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",12.2,"
Information Technologies","Master","M",21655
"2132","Female","Y55-64","ED5-8","M","AT",2018,64.7,2.9,"Professional, scientific and technical activities","Austria","Tertiary education (levels 5-8)",18.3,"
Information Technologies","Bachelor","M",9734
"2142","Male","Y30-54","ED5-8","B-N","DK",2019,94.6,24.4,"Business economy","Denmark","Tertiary education (levels 5-8)",14.3,"
Mathematics","Doctor","F",0
"2161","Male","Y20-29","ED3_4GEN","B-N","IE",2016,64.5,8.7,"Business economy","Ireland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",22.2,"Management and administration","Bachelor","M",3819
"2170","Female","Y15-64","ED0-2","B","DK",2020,45.8,23.6,"Mining and quarrying","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",14.1,"
Information Technologies","Doctor","F",0
"2215","Female","Y20-24","ED3_4GEN","E","IT",2021,14.8,41.7,"Water supply; sewerage, waste management and remediation activities","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",3.2,"Software development","Bachelor","F",0
"2225","Male","Y20-29","ED5-8","B-N","UK",2015,83.9,5.3,"Business economy","United Kingdom","Tertiary education (levels 5-8)",23.2,"Engineering and construction","Doctor","M",12126
"2229","Female","Y20-29","ED0-2","G","NL",2017,51.8,15.9,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",15.4,"Engineering and construction","Master","F",3457
"2245","Female","Y20-29","ED0-2","F","AT",2016,48.6,13.2,"Construction","Austria","Less than primary, primary and lower secondary education (levels 0-2)",8.2,"
Information Technologies","Master","M",3987
"2268","Female","Y30-54","ED5-8","K","AT",2020,88.2,16.9,"Financial and insurance activities","Austria","Tertiary education (levels 5-8)",21.8,"Engineering and construction","Master","M",10032
"2303","Male","Y15-64","ED0-2","O","DK",2017,58.1,15.7,"Public administration and defence; compulsory social security","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",17.3,"Biological science","Doctor","F",0
"2327","Female","Y20-24","ED3_4GEN","E","PL",2018,34.6,44.6,"Water supply; sewerage, waste management and remediation activities","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",18.4,"Biological science","Doctor","M",609
"2328","Female","Y15-64","ED0-2","B","AT",2020,43.3,20.3,"Mining and quarrying","Austria","Less than primary, primary and lower secondary education (levels 0-2)",14.5,"Engineering and construction","Doctor","M",2558
"2332","Female","Y30-54","ED5-8","K","FI",2016,84.5,50.7,"Financial and insurance activities","Finland","Tertiary education (levels 5-8)",12.7,"Biological science","Doctor","F",468
"2343","Male","Y20-24","ED0-2","R","PL",2021,36.9,25.9,"Arts, entertainment and recreation","Poland","Less than primary, primary and lower secondary education (levels 0-2)",12.9,"
Information Technologies","Master","F",1786
"2353","Male","Y30-54","ED0-2","B-N","AT",2021,66.8,13.8,"Business economy","Austria","Less than primary, primary and lower secondary education (levels 0-2)",27,"Engineering and construction","Doctor","M",2522
"2356","Female","Y20-24","ED3_4GEN","D","DK",2014,67.2,38.4,"Electricity, gas, steam and air conditioning supply","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",18.1,"Biological science","Doctor","M",0
"2363","Male","Y55-64","ED5-8","B-N","DE",2021,84.2,15.5,"Business economy","Germany","Tertiary education (levels 5-8)",7.8,"Management and administration","Doctor","F",1220
"2364","Male","Y20-24","ED5-8","B-N","AT",2016,62,17.5,"Business economy","Austria","Tertiary education (levels 5-8)",30.4,"
Mathematics","Master","F",204
"2365","Male","Y20-24","ED0-2","R","IT",2017,38.3,30.6,"Arts, entertainment and recreation","Italy","Less than primary, primary and lower secondary education (levels 0-2)",16.7,"
Information Technologies","Master","F",608
"2374","Female","Y20-29","ED3_4GEN","H","IT",2021,23.2,16.2,"Transportation and storage","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",10.7,"
Mathematics","Doctor","F",260
"2399","Male","Y20-24","ED5-8","B-N","UK",2016,77.6,2.5,"Business economy","United Kingdom","Tertiary education (levels 5-8)",33.8,"Software development","Doctor","M",0
"2401","Female","Y20-29","ED0-2","F","DE",2018,49,13.2,"Construction","Germany","Less than primary, primary and lower secondary education (levels 0-2)",24.2,"
Mathematics","Doctor","F",0
"2420","Male","Y55-64","ED5-8","B-N","PL",2019,79.6,33.2,"Business economy","Poland","Tertiary education (levels 5-8)",13.5,"
Mathematics","Master","M",780
"2450","Female","Y15-64","ED5-8","C","UK",2018,82.4,39.9,"Manufacturing","United Kingdom","Tertiary education (levels 5-8)",9.5,"Software development","Bachelor","M",0
"2455","Female","Y20-24","ED3_4GEN","E","PL",2015,24.4,47.9,"Water supply; sewerage, waste management and remediation activities","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",20.6,"
Mathematics","Doctor","F",158
"2458","Female","Y55-64","ED0-2","L","DE",2019,49.9,18.3,"Real estate activities","Germany","Less than primary, primary and lower secondary education (levels 0-2)",3.7,"Biological science","Bachelor","F",23556
"2491","Female","Y55-64","ED0-2","M","IT",2021,27.2,49.4,"Professional, scientific and technical activities","Italy","Less than primary, primary and lower secondary education (levels 0-2)",8.8,"
Information Technologies","Master","M",6138
"2492","Male","Y20-24","ED0-2","R","FR",2018,42.2,20.2,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",8.5,"Engineering and construction","Bachelor","M",35854
"2496","Male","Y20-24","ED0-2","R","EL",2018,42.6,21.7,"Arts, entertainment and recreation","Greece","Less than primary, primary and lower secondary education (levels 0-2)",5.3,"Software development","Master","M",768
"2502","Male","Y55-64","ED0-2","B-N","NL",2014,59.1,23.9,"Business economy","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",22.8,"
Information Technologies","Bachelor","M",15660
"2505","Female","Y15-64","ED0-2","B","IE",2018,25,19,"Mining and quarrying","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",18,"Biological science","Bachelor","F",4909
"2538","Female","Y20-24","ED3_4GEN","E","FI",2014,55.4,43.8,"Water supply; sewerage, waste management and remediation activities","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",20,"Biological science","Doctor","F",520
"2560","Male","Y20-24","ED5-8","B-N","DK",2019,68.9,12.1,"Business economy","Denmark","Tertiary education (levels 5-8)",17.4,"Management and administration","Doctor","F",0
"2561","Female","Y20-29","ED3_4GEN","G","AT",2018,49.2,12.6,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",11.7,"
Mathematics","Master","M",421
"2568","Male","Y15-64","ED0-2","O","DK",2018,57.2,16.8,"Public administration and defence; compulsory social security","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",7.6,"
Mathematics","Bachelor","M",834
"2574","Female","Y20-24","ED5-8","F","IT",2019,28.6,9.3,"Construction","Italy","Tertiary education (levels 5-8)",0.1,"
Mathematics","Master","M",1619
"2582","Male","Y20-29","ED0-2","B-N","FI",2021,45.7,14,"Business economy","Finland","Less than primary, primary and lower secondary education (levels 0-2)",15.9,"Biological science","Doctor","F",392
"2602","Male","Y55-64","ED5-8","B-N","DK",2020,82.9,30.1,"Business economy","Denmark","Tertiary education (levels 5-8)",9.8,"
Mathematics","Master","F",232
"2628","Male","Y20-29","ED3_4GEN","B-N","FR",2020,37.7,4.4,"Business economy","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",13.3,"Software development","Bachelor","M",601
"2666","Male","Y55-64","ED5-8","B-N","PL",2015,76.4,44.2,"Business economy","Poland","Tertiary education (levels 5-8)",0.5,"Software development","Doctor","M",753
"2670","Female","Y15-64","ED5-8","B-N","FR",2021,82.5,36.4,"Business economy","France","Tertiary education (levels 5-8)",10.8,"Biological science","Doctor","F",3955
"2690","Male","Y30-54","ED0-2","B-N","NL",2019,78.4,11,"Business economy","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",-1.4,"Software development","Master","F",542
"2698","Female","Y20-24","ED3_4GEN","E","UK",2018,56.8,19.6,"Water supply; sewerage, waste management and remediation activities","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",14.4,"
Mathematics","Doctor","M",1765
"2731","Female","Y15-64","ED0-2","B-N","UK",2017,51.8,19.6,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",5.6,"Biological science","Master","M",7824
"2735","Male","Y55-64","ED5-8","B-N","DK",2018,81.7,27.8,"Business economy","Denmark","Tertiary education (levels 5-8)",17.4,"
Information Technologies","Doctor","M",0
"2737","Male","Y15-64","ED5-8","P","DK",2013,87.5,21.5,"Education","Denmark","Tertiary education (levels 5-8)",17.1,"
Information Technologies","Bachelor","F",1494
"2742","Male","Y20-29","ED5-8","B-N","DK",2020,78.3,10.4,"Business economy","Denmark","Tertiary education (levels 5-8)",4.6,"
Information Technologies","Doctor","F",0
"2762","Male","Y55-64","ED5-8","B-N","DK",2019,83.1,29.1,"Business economy","Denmark","Tertiary education (levels 5-8)",16.5,"
Information Technologies","Doctor","F",0
"2766","Female","Y15-64","ED5-8","C","PL",2019,84.6,31.4,"Manufacturing","Poland","Tertiary education (levels 5-8)",17.9,"Software development","Bachelor","F",3979
"2783","Male","Y55-64","ED3_4GEN","B-N","DK",2021,75,24.8,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.1,"
Mathematics","Bachelor","F",465
"2800","Female","Y55-64","ED5-8","M","AT",2019,64.6,4.6,"Professional, scientific and technical activities","Austria","Tertiary education (levels 5-8)",11.9,"Biological science","Master","M",835
"2803","Male","Y20-29","ED5-8","B-N","IT",2020,46.6,9.2,"Business economy","Italy","Tertiary education (levels 5-8)",8.2,"Biological science","Doctor","F",1503
"2850","Male","Y20-24","ED5-8","B-N","NL",2020,67.4,16,"Business economy","Netherlands","Tertiary education (levels 5-8)",17.1,"Management and administration","Bachelor","M",57357
"2905","Male","Y55-64","ED5-8","B-N","EL",2014,53.3,39.2,"Business economy","Greece","Tertiary education (levels 5-8)",12.1,"Engineering and construction","Bachelor","F",31066
"2912","Female","Y15-64","ED0-2","B","DE",2015,41.6,20.8,"Mining and quarrying","Germany","Less than primary, primary and lower secondary education (levels 0-2)",1.4,"Engineering and construction","Doctor","M",27600
"2954","Female","Y20-24","ED3_4GEN","D","DE",2020,52.5,40.5,"Electricity, gas, steam and air conditioning supply","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",19.8,"Engineering and construction","Doctor","F",5783
"2977","Male","Y30-54","ED0-2","B-N","DK",2016,73.8,8.8,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",1.9,"Software development","Master","F",0
"2982","Male","Y20-29","ED3_4GEN","B-N","DK",2017,64.5,20.9,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",9.8,"Engineering and construction","Bachelor","F",4849
"2988","Female","Y15-64","ED0-2","B","NL",2020,53.4,23.5,"Mining and quarrying","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",1.1,"Engineering and construction","Master","M",10584
"2990","Male","Y30-54","ED0-2","B-N","PL",2020,66.2,11.7,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",7,"
Mathematics","Master","M",729
"2992","Female","Y15-64","ED0-2","B","IT",2015,29,39.8,"Mining and quarrying","Italy","Less than primary, primary and lower secondary education (levels 0-2)",17.2,"
Information Technologies","Master","F",1286
"2994","Female","Y15-64","ED5-8","C","PL",2020,85,32.6,"Manufacturing","Poland","Tertiary education (levels 5-8)",7,"
Mathematics","Master","M",729
"2998","Male","Y30-54","ED5-8","B-N","DK",2021,93.7,25.6,"Business economy","Denmark","Tertiary education (levels 5-8)",16.7,"
Information Technologies","Bachelor","M",6239
"3006","Female","Y20-29","ED0-2","G","DK",2021,43.8,15.1,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",16.1,"Engineering and construction","Doctor","M",1490
"3013","Female","Y20-24","ED5-8","F","NL",2014,73.7,20.1,"Construction","Netherlands","Tertiary education (levels 5-8)",30.1,"
Information Technologies","Master","M",1664
